course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
C000751,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Applied — Crash Course,Intermediate,DataCamp,Video Course,"This course is a practical, applied treatment of BIM & Autodesk Revit Structure for Civil Engineering learners -- a condensed, fast-paced overview of only the essentials, doable in a weekend. You practise BIM & Autodesk Revit Structure, essentials only, weekend intensive using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; essentials only; weekend intensive,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Foundations,11,4.1,2779,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000752,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Applied — Project Track,Intermediate,Udemy,Project-Based,"BIM & Autodesk Revit Structure taught as one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Aimed at Civil Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, portfolio project, real-world scenario. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Foundations,32,4.0,311,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000753,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Applied — Industry Practicum,Intermediate,Pluralsight,Instructor-led Live,"This course is a practical, applied treatment of BIM & Autodesk Revit Structure for Civil Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise BIM & Autodesk Revit Structure, industry case studies, production workflows, tooling using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; industry case studies; production workflows; tooling,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Foundations,33,4.2,1160,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000754,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Applied — Project Track,Intermediate,MITx,Project-Based,"A Civil Engineering-focused path through BIM & Autodesk Revit Structure. One large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Covers BIM & Autodesk Revit Structure, portfolio project, real-world scenario; hands-on with etabs, staad pro, revit, autocad. Graduates move into roles like Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Foundations,36,4.5,2128,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000755,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced,Advanced,Udemy,Video Course,"This course is an in-depth advanced study of BIM & Autodesk Revit Structure for Civil Engineering learners -- structured lectures with graded assignments and readings. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,38,4.2,2476,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000756,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Hands-On Lab,Advanced,edX,Interactive Lab,"This course is an in-depth advanced study of BIM & Autodesk Revit Structure for Civil Engineering learners -- a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, lab exercises, debugging practice using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; lab exercises; debugging practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,54,4.5,3498,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000757,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Deep Theory,Advanced,Great Learning,Self-paced Reading,"BIM & Autodesk Revit Structure taught as a rigorous first-principles course with proofs, derivations and links to current research. Aimed at Civil Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, first principles, derivations. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; first principles; derivations; research context,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,37,4.1,3596,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000758,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Hands-On Lab,Advanced,DataCamp,Interactive Lab,"Learn BIM & Autodesk Revit Structure the applied way -- a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, lab exercises, debugging practice. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; lab exercises; debugging practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,49,4.2,1868,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000759,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Project Track,Advanced,Coursera,Project-Based,"Learn BIM & Autodesk Revit Structure the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, portfolio project, real-world scenario. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,59,4.0,1270,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000760,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced,Advanced,Pluralsight,Video Course,"BIM & Autodesk Revit Structure taught as structured lectures with graded assignments and readings. Aimed at Civil Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,40,4.5,3273,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000761,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Project Track,Advanced,Udacity,Project-Based,"This course is an in-depth advanced study of BIM & Autodesk Revit Structure for Civil Engineering learners -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, portfolio project, real-world scenario using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,50,4.3,50,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000762,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Deep Theory,Advanced,Udacity,Self-paced Reading,"Learn BIM & Autodesk Revit Structure the applied way -- a rigorous first-principles course with proofs, derivations and links to current research. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, first principles, derivations. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; first principles; derivations; research context,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,34,4.3,418,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000763,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Hands-On Lab,Advanced,Pluralsight,Interactive Lab,"Learn BIM & Autodesk Revit Structure the applied way -- a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, lab exercises, debugging practice. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; lab exercises; debugging practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,38,4.3,405,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000764,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Industry Practicum,Advanced,Udacity,Instructor-led Live,"Learn BIM & Autodesk Revit Structure the applied way -- industry case studies and production workflows taught by practitioners, live cohort. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, industry case studies, production workflows. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; industry case studies; production workflows; tooling,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,46,4.4,2032,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000765,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Crash Course,Advanced,Udacity,Video Course,"This course is an in-depth advanced study of BIM & Autodesk Revit Structure for Civil Engineering learners -- a condensed, fast-paced overview of only the essentials, doable in a weekend. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, essentials only, weekend intensive using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; essentials only; weekend intensive,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,24,4.4,1313,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000766,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Interview & Exam Prep,Advanced,LinkedIn Learning,Interactive Lab,"This course is an in-depth advanced study of BIM & Autodesk Revit Structure for Civil Engineering learners -- problem sets, mock interviews and certification objectives with timed practice tests. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, interview preparation, certification objectives using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; interview preparation; certification objectives; timed practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,36,3.6,1648,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000767,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Advanced — Crash Course,Advanced,Great Learning,Video Course,"BIM & Autodesk Revit Structure taught as a condensed, fast-paced overview of only the essentials, doable in a weekend. Aimed at Civil Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure optimisation, performance tuning, essentials only, weekend intensive. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure optimisation; performance tuning; essentials only; weekend intensive,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Applied,18,4.8,1323,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000768,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone,Capstone,NPTEL,Video Course,"Learn BIM & Autodesk Revit Structure the applied way -- structured lectures with graded assignments and readings. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,54,4.9,993,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000769,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Deep Theory,Capstone,DataCamp,Self-paced Reading,"This course is a portfolio capstone built around BIM & Autodesk Revit Structure for Civil Engineering learners -- a rigorous first-principles course with proofs, derivations and links to current research. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, first principles, derivations using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; first principles; derivations; research context,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,69,4.3,1722,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000770,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Industry Practicum,Capstone,LinkedIn Learning,Instructor-led Live,"BIM & Autodesk Revit Structure taught as industry case studies and production workflows taught by practitioners, live cohort. Aimed at Civil Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, industry case studies, production workflows. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; industry case studies; production workflows; tooling,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,57,3.9,604,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000771,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Interview & Exam Prep,Capstone,LinkedIn Learning,Interactive Lab,"Learn BIM & Autodesk Revit Structure the applied way -- problem sets, mock interviews and certification objectives with timed practice tests. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, interview preparation, certification objectives. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; interview preparation; certification objectives; timed practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,42,4.2,1663,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000772,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Hands-On Lab,Capstone,Pluralsight,Interactive Lab,"BIM & Autodesk Revit Structure taught as a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Aimed at Civil Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, lab exercises, debugging practice. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; lab exercises; debugging practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,47,4.2,531,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000773,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Project Track,Capstone,LinkedIn Learning,Project-Based,"Learn BIM & Autodesk Revit Structure the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, portfolio project, real-world scenario. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,77,4.8,1559,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000774,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Interview & Exam Prep,Capstone,DataCamp,Interactive Lab,"A Civil Engineering-focused path through BIM & Autodesk Revit Structure. Problem sets, mock interviews and certification objectives with timed practice tests. Covers BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, interview preparation, certification objectives; hands-on with etabs, staad pro, revit, autocad. Graduates move into roles like Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; interview preparation; certification objectives; timed practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,39,4.3,2375,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000775,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Interview & Exam Prep,Capstone,MITx,Interactive Lab,"A Civil Engineering-focused path through BIM & Autodesk Revit Structure. Problem sets, mock interviews and certification objectives with timed practice tests. Covers BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, interview preparation, certification objectives; hands-on with etabs, staad pro, revit, autocad. Graduates move into roles like Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; interview preparation; certification objectives; timed practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,39,4.9,818,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000776,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Interview & Exam Prep,Capstone,Coursera,Interactive Lab,"Learn BIM & Autodesk Revit Structure the applied way -- problem sets, mock interviews and certification objectives with timed practice tests. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, interview preparation, certification objectives. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; interview preparation; certification objectives; timed practice,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,36,4.4,797,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000777,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone,Capstone,Pluralsight,Video Course,"A Civil Engineering-focused path through BIM & Autodesk Revit Structure. Structured lectures with graded assignments and readings. Covers BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project; hands-on with etabs, staad pro, revit, autocad. Graduates move into roles like Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,34,4.7,2960,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000778,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone,Capstone,LinkedIn Learning,Video Course,"This course is a portfolio capstone built around BIM & Autodesk Revit Structure for Civil Engineering learners -- structured lectures with graded assignments and readings. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,47,4.6,2158,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000779,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Project Track,Capstone,NPTEL,Project-Based,"Learn BIM & Autodesk Revit Structure the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, portfolio project, real-world scenario. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,70,4.3,1658,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000780,Civil Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Capstone — Project Track,Capstone,MITx,Project-Based,"This course is a portfolio capstone built around BIM & Autodesk Revit Structure for Civil Engineering learners -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. You practise BIM & Autodesk Revit Structure, BIM & Autodesk Revit Structure system design, end-to-end project, portfolio project, real-world scenario using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; BIM & Autodesk Revit Structure system design; end-to-end project; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,BIM & Autodesk Revit Structure: Advanced,50,4.9,993,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000781,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations,Beginner,LinkedIn Learning,Video Course,"BIM & Autodesk Revit Structure taught as structured lectures with graded assignments and readings. Aimed at Mechanical Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure,etabs; staad pro; revit; autocad; sap2000,,13,4.6,864,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000782,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Deep Theory,Beginner,NPTEL,Self-paced Reading,"BIM & Autodesk Revit Structure taught as a rigorous first-principles course with proofs, derivations and links to current research. Aimed at Mechanical Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, first principles, derivations, research context. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; first principles; derivations; research context,etabs; staad pro; revit; autocad; sap2000,,16,4.3,193,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000783,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Crash Course,Beginner,Udacity,Video Course,"BIM & Autodesk Revit Structure taught as a condensed, fast-paced overview of only the essentials, doable in a weekend. Aimed at Mechanical Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, essentials only, weekend intensive. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; essentials only; weekend intensive,etabs; staad pro; revit; autocad; sap2000,,7,4.6,2125,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000784,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Hands-On Lab,Beginner,Pluralsight,Interactive Lab,"BIM & Autodesk Revit Structure taught as a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Aimed at Mechanical Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure, lab exercises, debugging practice. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; lab exercises; debugging practice,etabs; staad pro; revit; autocad; sap2000,,14,4.2,1092,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000785,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations,Beginner,Udacity,Video Course,"Learn BIM & Autodesk Revit Structure the applied way -- structured lectures with graded assignments and readings. Skills built: BIM & Autodesk Revit Structure. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure,etabs; staad pro; revit; autocad; sap2000,,14,4.4,1663,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000786,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Project Track,Beginner,Udemy,Project-Based,"Learn BIM & Autodesk Revit Structure the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: BIM & Autodesk Revit Structure, portfolio project, real-world scenario. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; portfolio project; real-world scenario,etabs; staad pro; revit; autocad; sap2000,,19,4.0,648,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000787,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Deep Theory,Beginner,Coursera,Self-paced Reading,"Learn BIM & Autodesk Revit Structure the applied way -- a rigorous first-principles course with proofs, derivations and links to current research. Skills built: BIM & Autodesk Revit Structure, first principles, derivations, research context. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; first principles; derivations; research context,etabs; staad pro; revit; autocad; sap2000,,13,4.5,3679,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000788,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Crash Course,Beginner,edX,Video Course,"Learn BIM & Autodesk Revit Structure the applied way -- a condensed, fast-paced overview of only the essentials, doable in a weekend. Skills built: BIM & Autodesk Revit Structure, essentials only, weekend intensive. Toolchain: etabs, staad pro, revit, autocad. Relevant careers: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; essentials only; weekend intensive,etabs; staad pro; revit; autocad; sap2000,,7,4.4,840,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000789,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Hands-On Lab,Beginner,MITx,Interactive Lab,"This course is a foundational introduction to BIM & Autodesk Revit Structure for Mechanical Engineering learners -- a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. You practise BIM & Autodesk Revit Structure, lab exercises, debugging practice using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; lab exercises; debugging practice,etabs; staad pro; revit; autocad; sap2000,,18,4.7,1012,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000790,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations,Beginner,Pluralsight,Video Course,"BIM & Autodesk Revit Structure taught as structured lectures with graded assignments and readings. Aimed at Mechanical Engineering students and career changers. Core skills: BIM & Autodesk Revit Structure. Tools: etabs, staad pro, revit, autocad. Prepares you for work as Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure,etabs; staad pro; revit; autocad; sap2000,,11,4.6,1077,Structural & Smart Infrastructure Engineer,construction; infrastructure
C000791,Mechanical Engineering,BIM & Autodesk Revit Structure,BIM & Autodesk Revit Structure: Foundations — Crash Course,Beginner,MITx,Video Course,"This course is a foundational introduction to BIM & Autodesk Revit Structure for Mechanical Engineering learners -- a condensed, fast-paced overview of only the essentials, doable in a weekend. You practise BIM & Autodesk Revit Structure, essentials only, weekend intensive using etabs, staad pro, revit, autocad. Typical next roles: Structural & Smart Infrastructure Engineer.",BIM & Autodesk Revit Structure; essentials only; weekend intensive,etabs; staad pro; revit; autocad; sap2000,,9,4.2,2862,Structural & Smart Infrastructure Engineer,construction; infrastructure
